2.855389,12.000000,0.416667,0.250000,0.000000,0.000000.1,0.000000.2
4.489824,49.0,0.183673,0.0,1.0,0.0,0.0
2.6235169999999997,13.0,0.307692,0.0,1.0,0.0,0.0
2.840224,15.0,0.266667,0.0,1.0,0.0,0.0
2.7321590000000002,11.0,0.363636,0.0,1.0,0.0,0.0
3.146286,17.0,0.235294,0.0,1.0,0.0,0.0
2.5,8.0,0.375,0.0,0.0,0.0,0.0
2.663533,11.0,0.181818,0.0,1.0,0.0,0.0
2.663533,11.0,0.181818,0.0,1.0,0.0,0.0
2.503258,9.0,0.22222199999999998,0.0,1.0,0.0,0.0
3.149673,18.0,0.166667,0.388889,0.0,0.0,0.0
2.646439,10.0,0.2,0.0,0.0,0.0,0.0
2.7254810000000003,9.0,0.22222199999999998,0.0,0.0,0.0,0.0
2.5,8.0,0.25,0.0,0.0,0.0,0.0
2.7219279999999997,10.0,0.2,0.0,1.0,0.0,0.0
2.7219279999999997,10.0,0.2,0.0,1.0,0.0,0.0
